Date,pH,Ammonia,Nitrate,Phosphate,Chlorophyll-a,Temperature,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan 2016,8.8,Nan,Nan,Nan,97.7,30.0,8.40,,,,,,,,,,NaN,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,0.04,0.003,0.087,0.067,0.087,0.074,0.009,0.036,0.121,0.168,0.075
Feb 2016,8.2,0.008,0.285,0.04,128.57,27.0,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 2016,8.2,0.027,0.559,0.003,118.15,26.0,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr 2016,8.3,0.081,0.102,0.087,55.6,30.0,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2016,8.3,0.054,0.036,0.067,90.35,31.50,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun 2016,9.0,0.042,0.165,0.087,31.97,31.0,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul 2016,8.7,0.039,0.001,0.074,69.76,31.0,7.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug 2016,8.8,0.033,0.001,0.009,68.2,28.0,7.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2016,9.0,0.011,0.037,0.036,62.55,28.0,10.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 2016,7.7,0.22,0.055,0.121,74.62,28.0,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov 2016,NaN,0.002,0.14,0.168,191.21,27.0,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec 2016,8.5,0.001,0.014,0.075,139.95,28.0,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan 2017,8.4,0.001,0.001,0.088,32.49,28.90,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb 2017,7.9,0.001,2.136,0.165,51.17,27.0,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 2017,8.5,0.034,0.285,0.066,111.37,30.0,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr 2017,7.8,0.047,0.094,0.236,107.03,27.0,6.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2017,8.0,0.043,0.001,0.078,8.69,36.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun 2017,8.4,0.003,0.001,0.143,56.73,32.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul 2017,8.3,0.103,0.02,0.12,37.41,31.50,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug 2017,8.5,0.031,0.001,0.089,119.1,30.0,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2017,6.9,0.004,0.001,0.352,586.06,31.0,10.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 2017,9.3,0.038,0.023,0.18,301.99,30.0,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov 2017,8.2,0.028,0.182,0.077,41.26,27.0,7.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec 2017,8.2,0.004,0.153,0.119,24.93,28.0,7.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan 2018,8.3,0.027,0.402,0.153,42.22,28.0,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb 2018,8.7,0.001,0.367,0.166,67.85,28.0,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 2018,8.2,0.022,0.222,0.118,70.19,28.0,8.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr 2018,8.5,0.008,0.050,0.138,63.5,28.0,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2018,8.5,0.041,0.050,0.116,10.34,31.90,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun 2018,8.7,0.005,0.050,0.140,38.75,32.50,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul 2018,8.8,0.001,0.050,0.082,91.48,29.40,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug 2018,8.6,0.008,0.092,0.193,23.11,28.50,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2018,9.0,0.001,0.844,0.078,90.26,29.50,10.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 2018,8.8,0.021,0.050,0.099,32.92,30.90,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov 2018,8.3,0.001,0.050,0.083,119.45,29.30,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec 2018,8.8,0.028,0.085,0.087,43.26,27.70,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan 2019,7.8,0.05,Nan,0.15,25.58,26.0,7.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb 2019,9.0,0.01,0.05,0.04,18.59,26.80,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 2019,8.3,0.04,0.05,0.05,13.9,28.0,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr 2019,8.5,0.012,0.05,0.067,48.65,28.0,7.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2019,9.0,0.100,0.05,0.085,92.35,28.0,7.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun 2019,9.4,0.034,0.05,0.143,58.12,33.0,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul 2019,8.7,0.060,0.026,0.122,131.61,29.0,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug 2019,8.5,0.053,0.05,0.214,26.76,28.0,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2019,9.1,0.016,0.05,0.075,29.36,25.0,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 2019,8.6,0.005,0.05,0.082,16.42,29.50,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov 2019,9.2,0.014,0.05,0.069,32.75,33.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec 2019,7.8,0.021,0.178,0.085,6.86,25.0,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan 2020,8.3,0.050,0.276,0.063,31.97,28.0,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb 2020,8.6,0.030,0.050,0.069,86.96,25.40,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 2020,8.7,0.055,0.050,0.050,118.85,28.0,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr 2020,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2020,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun 2020,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul 2020,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug 2020,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2020,9.0,0.005,0.050,0.030,22.76,31.20,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 2020,8.8,0.011,0.050,0.042,88.09,32.20,7.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov 2020,7.9,0.005,Nan,0.047,55.08,24.0,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec 2020,8.1,0.005,Nan,0.081,36.92,24.0,7.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan 2021,8.4,0.028,Nan,0.043,69.97,24.0,7.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb 2021,8.4,0.030,Nan,0.055,105.03,26.0,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 2021,8.5,0.014,Nan,0.055,308.67,25.0,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr 2021,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2021,8.2,Nan,0.050,0.078,62.29,30.0,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun 2021,8.9,Nan,0.050,0.095,140.56,31.0,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul 2021,8.8,0.050,0.050,0.114,93.3,30.0,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug 2021,8.3,0.120,0.320,0.150,71.53,28.0,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2021,9.0,0.040,0.240,0.100,556.96,30.0,6.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 2021,7.6,0.050,0.050,0.130,43.65,30.0,6.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov 2021,8.2,0.005,0.180,0.170,114.85,30.0,7.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec 2021,8.2,0.015,0.290,0.220,43.74,26.0,7.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan 2022,Nan,Nan,Nan,Nan,Nan,Nan,Nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb 2022,8.3,0.2,0.636,0.140,143.26,26.0,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 2022,8.1,0.010,0.005,0.130,88.96,26.80,7.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr 2022,8.3,0.010,0.010,0.120,55.6,29.0,7.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2022,8.1,0.010,0.070,0.130,40.22,29.0,6.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun 2022,8.9,0.010,0.010,0.200,56.56,31.0,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul 2022,8.3,0.110,0.005,0.210,100.25,30.0,7.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug 2022,8.5,0.020,0.050,0.220,106.25,30.0,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2022,8.0,0.030,0.050,0.150,88.96,30.0,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 2022,7.7,0.005,0.050,0.100,80.62,29.0,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov 2022,7.6,0.020,0.640,0.130,100.34,29.0,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec 2022,7.6,0.020,0.540,0.140,16.33,29.0,6.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan 2023,7.7,0.0,0.729,0.175,22.070,23.0,7.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb 2023,7.9,0.0,0.750,0.230,34.92,26.0,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 2023,8.0,0.0,0.640,0.240,36.57,25.0,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr 2023,8.0,0.005,1.00,0.240,69.07,26.0,7.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2023,8.7,0.005,0.20,0.230,128.92,30.0,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun 2023,8.2,0.020,0.05,0.200,83.66,30.0,7.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul 2023,8.4,0.0,0.0,0.1,24.5,30.0,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug 2023,8.5,0.0,0.1,0.1,55.43,29.0,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2023,8.1,0.0,0.1,0.2,47.52,29.0,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 2023,8.1,0.04,0.20,0.30,55.51,30.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov 2023,8.2,0.02,0.00,0.36,36.21,29.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec 2023,8.1,Nan,0.00,0.10,19.89,28.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan 2024,7.9,Nan,0.00,0.090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb 2024,8.6,0.030,0.00,0.070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 2024,8.4,0.040,0.00,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr 2024,8.6,0.040,0.00,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2024,8.5,0.010,0.00,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun 2024,8.4,0.070,0.10,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul 2024,8.9,0.000,0.00,0.160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug 2024,8.7,0.100,0.30,0.470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 2024,7.6,0.400,0.00,0.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,